full_address,latitude,longitude
"THE POINT AT PINTAIL, LLC, 511 PINTAIN POINT FARM LN, QUEENSTOWN, MD",38.9505359,-76.1487519
"20TH SKEET AND CLAYS, 100 GOFFSTOWN RD, GOFFSTOWN, NH",43.0652733,-71.5103116
"SOUTH CUYAHOGA SPORTSMEN'S ASSOCIATION,  5370 EARHART RD, MEDINA, OH",41.1270025,-81.9773733
"STONYCREEK SHOOTING CENTER INC., 510 KIMMEL ROAD, BERLIN, PA",39.9897119,-78.8814257
"WESTERN PENNSYLVANIA SPORTSMEN'S CLUB, 5730 SALTSBURG ROAD, MURRYSVILLE, PA",40.4778213,-79.6315841
"JAMES VALLEY SPORTING CLAYS, 43763 298TH ST, UTICA, SD",43.0733182,-97.4363276
"GAME UNLIMITED SPORTING CLAYS, HUDSON, WI",45.03555009999999,-92.62444080000002
"STONEWALL SPORTING CLAYS, 401 GOOSEPEN RD, ROANAKE, WV",38.9643783,-80.52080409999999
"HIGHLAND HIDEAWAY HUNTING, 3127 160TH ST, RIVERSIDE, IA",41.4240437,-91.535949
"BALD MOUNTAIN SHOOTING RANGE, 2500 KERN RD, LAKE ORION, MI",42.7467325,-83.21953119999999
"WILD MARSH SPORTING CLAYS INC, 13481 COUNTY RD  3E, CLEAR LAKE, MN",45.4466203,-93.9963128
"MOREE'S SPORTSMAN PRESERVE, 1217 MOREE RD, SOCIETY HILL, SC",34.5437791,-79.8837891
"CEDAR CITY TRAP CLUB, 1490 WEST KITTYHAWK DR., CEDAR CITY, UT",37.6962432,-113.083374
"KAIROS HOLDINGS, 1405 SHUMATE FALLS ROAD, GLEN LYNN, VA",37.3938519,-80.857736
"SHENANDALE GUN CLUB, 852 LITTLE CALF PASTURE HWY, SWOOPE, VA",38.1595184,-79.2648174
"CASPER SKEET, TRAP AND SPORTING CLAYS, 700 JC WAY, CASPER, WY",42.8570566,-106.4144231
"VANCOUVER GUN CLUB, 7340 SIDAWAY RD, RICHMOND",49.1598291,-123.0799135
"DEL MONTE GUN CLUB, 2355 W HWY 160, MONTE VISTA, CO",37.5791696,-106.1480842
"SQUARE 1 SHOOTING RANGE AND OUTDOOR VENUE, 11522 REO HINTON AVENUE, LAKE PLACID, FL",27.2088899,-81.4420191
"EVANSVILLE GUN CLUB, 5010 EAST 1150 SOUTH, HAUBSTAD, IN",38.2050442,-87.5741876
"WALPOLE SPORTSMAN ASSN, 499 LINCOLN RD, WALPOLE, MA",42.1336483,-71.2933238
"THE PARK AT RINGNECK RIDGE GAME FARMS , 2388 COUNTY ROAD 61, GREENWOOD , NY",42.1186706,-77.7147966
"MIDDLETOWN SPORTSMEN'S CLUB,  6943 MICHAEL ROAD , MIDDLETOWN, OH",39.5390169,-84.42901429999999
"J & H HUNT CLUB, W 5810 J & H RD , NAVARINO, SHIOCTON, WI",44.4447056,-88.5789903
"ROCK CREEK SHOOTING AT AVOMOR HIGHLANDS, 11300 PEARL ROAD, EMMETT, ID",43.84748,-116.285654
"INDIANA GUN CLUB, 14926 E 113TH ST, FORTVILLE, IN",39.9553358,-85.8983981
"BLUE CREEK SPORT SHOOTING COMPLEX & PRESERVE, 1767 BENDER RD, BILLINGS, MT",45.6762601,-108.4424217
"ROCK MOUNTAIN, 16377 TAYLOR ROAD, MOUNT VERNON, WA",48.4033305,-122.2011464
"WEST VIRGINIA CLAYS, INC, ASHFOR-NELLIS ROAD, HERNSHAW, WV",38.2251938,-81.6022873
"COLORADO STATE SPORTING CLAYS ASSOCIATION, 13600 LANEWOOD ST, BRIGHTON, CO",39.9455615,-104.6201163
"HEARTLAND PUBLIC SHOOTING PARK, 6788 W HUSKER HWY, GRAND ISLAND, NE",40.8879015,-98.46974480000002
"ROGUE VALLEY SPORTING CLAYS, 7407 HIGHLAND AVE, GRANTS PASS, OR",42.5298557,-123.3662894
"ROD AND RANGE CLUB AT NEMACOLIN, 321 PIKE SCHOOL RD, MARKLEYSBURG, PA",39.765671,-79.507808
"THE HOMESTEAD SHOOTING CLUB,  322 CEROKEE RD, HOT SPRINGS, VA",38.001599,-79.84814999999999
"PALMETTO OUTDOORS, 1201 REDMOND MILL RD, SWANSEA, SC",33.7252703,-81.0775354
"UNDERHILL ROD & GUN CLUB, 37 BUCHANNAAN LN, WESTFORD, VT",44.6278555,-72.93095149999999
"COAL CREEK SPORTING CLAYS , 1041 WEST SANDFORD AVE , WEST TERRE HAUTE, IN",39.5414697,-87.43481320000001
"CAPITAL AREA SPORTSMEN'S LEAGUE, 7534 OLD RIVER TRAIL, LANSING, MI",42.7596737,-84.6608085
"ADDIEVILLE EAST FARM,  200 PHEASANT DRIVE , MAPLEVILLE, RI",41.93753359999999,-71.6148304
"WILLOW CREEK SPORTING CLAYS,  27213 US HWY 14/34, FT PIERRE, SD",44.3789984,-100.5589295
"CROSS CREEK CLAYS, 3975 JARMAN HOLLOW ROAD, PALMYRA, TN",36.3982864,-87.5041569
"MILFORD HILLS HUNT CLUB, W5670 FRENCH RD, JOHNSON CREEK, WI",43.14208929999999,-88.8118992
"THE GALT SPORTMEN'S CLUB, 6542 GORE RD, CAMBRIDGE ",43.3923554,-80.26047609999999
"BRISTOL FISH AND GAME ASSOCIATION, INC, 700 BEECHER ROAD, WOLCOTT, CT",41.6433742,-72.9434655
"PINE RIDGE SPORTING CLAYS, LLC, 264 SOUTH 152ND AVE, SHELBY, MI",43.6382218,-86.1776936
"FIELD OF DREAMS , 8030 POCAHONTAS TRAIL, WHITE SULPHUR SPRINGS      , WV",37.8993673,-80.2198226
"MIRAMICHI SHOOTING SPORTS, 10231 ROUTE 11, REDMONDVILLE",46.9522079,-65.29388999999999
"ISLAND LAKE GUN RANGE, 13600 E. GRAND RIVER ROAD, BRIGHTON, MI",42.5146758,-83.6790552
"MICHIGAN SCHOLASTIC CLAY TARGET PROGRAM INC. , PAPER CLUB, MACOMB, MI",42.6651965,-82.92864279999999
"BILLINGS ROD & GUN CLUB, 2931 ROD & GUN CLUB RD, BILLINGS, MT",45.8215699,-108.5868503
"PALMETTO SHOOTING COMPLEX AT THE NATIONAL WILD TUR, 535 GARY HILL RD, EDGEFIELD, SC",33.7514575,-81.93044599999999
"NORTHEAST KINGDOM SKEET AND SPORTING CLAYS CLUB, 743 BUGBEE CROSSING RD, WEST BURKE, VT",44.6112894,-71.95534119999999
"CANYON CLAY SPORTS , 2000 FOREST SERVICE 128 ROAD, FLAGSTAFF, AZ",35.1982836,-111.651302
"BOY SCOUTS OF AMERICA, DENVER AREA COUNCIL, 22799 NORTH ELBERT RD, BOX 97, ELBERT, CO",39.1789124,-104.5220614
"PALOS SPORTMAN'S CLUB, INC., 24160 SOUTH HARLEM AVE, FRANKFORT, IL",41.4527612,-87.7878032
"MATTINGLY TARGET RANGE AT PUP CREEK PARK, 7740 HWY 2830, MACEO, KY",37.8443565,-87.0089336
"TWO HATS RANCH , 16665 12 MILE RD., BIG RAPIDS, MI",43.6390109,-85.417059
"PHEASANT BONANZA HUNT CLUB & KENNEL, 3097 COUNTY ROAD O, TEKAMAH, NE",41.880371,-96.2772903
"PEACE DALE SHOOTING PRESERVE, 371 ROSE HILL RD, SOUTH KINGSTOWN, RI",41.4744707,-71.4967051
"MISSION SKEET AND TRAP CLUB, 1306 S CONWAY AVE, MISSION, TX",26.1926141,-98.3299073
"ORVIS SANDANONA, 3047 SHARON TPKE, MILLBROOK, NY",41.7992564,-73.715274
"VERNON NATIONAL SHOOTING PRESERVE, 3291 BURNS RD, VERNON CENTER, NY",43.021503,-75.5357806
"WASATCH WING & CLAY, 8000 N 16800 W, CEDAR VALLEY, UT",40.3806368,-112.0581295
"OLD VERMILION TRAIL S/C, 6980 OLD VERMILION TRAIL , DULUTH, MN",47.0216912,-92.0562203
"THE PRESERVE CLUB & RESIDENCES, 87 KINGSTOWN ROAD, RICHMOND, RI",41.514215,-71.690332
"NORTH SHORE WINCHESTER GUN CLUB, 3109 S 27TH ST, FRANKSVILLE, WI",42.7889266,-87.9583881
"CEDAR HILLS GUN CLUB, 702 N CENTER RD, BLACKFOOT, ID",43.30016699999999,-112.2991714
"LEWISTON SPORTSMEN'S LEAGUE, 7689 SHERIDAN VALLEY RD, LEWISTON, MI",44.9310035,-84.2395038
"CAPITOL CITY GUN CLUB, 3590 ARROWHEAD DR, CARSON CITY, NV",39.1974949,-119.7265567
"ALPENA CLAY BUSTERS, 4284 M32 WEST, ALPENA, MI",45.0616794,-83.4327528
"THOUSAND ISLANDS SPORTSMEN'S INC, 47364 COUNTY ROUTE 111, REDWOOD, NY",44.30088749999999,-75.8013388
"CARLISLE FISH & GAME ASSOCIATION, 1421 W. TRINDLE RD, CARLISLE, PA",40.1923992,-77.1043334
"GALLATIN SPORTING CLAYS, 1300 LITTLE COULEE TRAIL, THREE FORKS, MT",45.9364238,-111.4219745
"FLINT OAK, 2639 QUAIL ROAD, FALL RIVER, KS",37.546615,-96.0629103
"NORTH OTTAWA ROD AND GUN CLUB, 13084 160TH AVE., GRAND HAVEN, MI",43.0068584,-86.1843073
"HUNTS POINT GUN CLUB, 2142 76TH STREET SW (CO RD 29), PEQUOT LAKES, MN",46.52908069999999,-94.3944828
"MID COUNTY ROD & GUN CLUB,  650 WATERBURY HILL RD, LAGRANGEVILLE, NY",41.7013626,-73.7069091
"ARROWHEAD GUN CLUB, 834 ARROWHEAD RD, VICTORIA, VA",36.9160819,-78.38053149999999
"SALMON CREEK SPORTSMEN'S CLUB INC, 2623 SCIPIO/VENICE, TOWN LINE RD, SCIPIO CENTER, NY",42.7561988,-76.5677795
"HODAG SPORTS CLUB , 4480 COUNTY HWY C, RHINELANDER, WI",45.6483709,-89.3522084
"HIGHLANDS SPORTING CLAYS, 199 TEAL DR, SEVEN SPRINGS, PA",40.0082166,-79.3153821
"OWENS STATION SPORTING CLAYS,  12613 HUNTERS COVE ROAD, GREENWOOD, DE",38.7944315,-75.5289141
"GROVETON FISH & GAME CLUB, 1099 LOST NATION RD, NORTHUMBERLAND, NH",44.5707519,-71.4920343
"ROARING FORK VALLEY SPORTSMAN'S ASSOCIATION, 170 KELLY LAKE RD, BASALT, CO",39.3836066,-107.0541042
"HURTIG SHOOTING CENTER, 705 OHIO GULCH RD, HAILEY, ID",43.5893662,-114.323049
"ASHE COUNTY WILDLIFE CLUB, 3220 BIG PEAK CREEK RD, LAUREL SPRINGS, NC",36.422838,-81.3248663
"LOST PAIR RANCH, 3900 PASCO RD., CLE ELUM, WA",47.163047,-121.043488
"ACTION SHOOTING, 1872 N 41 ROAD, MANTON, MI",44.3668109,-85.4173443
"CHARLEVOIX ROD & GUN CLUB, 11330 US 31 HWY NORTH, CHARLEVOIX, MI",45.33727589999999,-85.20430789999999
"LITTLE FOX RIVER SPORTING CLAYS LLC, 25577 COUNTY ROAD 762, MEMPHIS, MO",40.59361639999999,-92.044342
"PINNACLE @ NRA WHITTINGTON CENTER, 10 MI S/SW ON US 64, RATON, NM",36.7735764,-104.4858347
"PERDIZ SPORTS SHOOTING INC, #1 WINDFALL CANYON RD, EUREKA, NV",39.4833595,-115.9520975
"CENTRAL MONTANA SHOOTING COMPLEX, 520 LIME KILN ROAD, LEWISTOWN, MT",47.09647589999999,-109.4249819
"WAUSAU SKEET & TRAP CLUB, 153200 CTY RD WW, WAUSAU, WI",45.0337936,-89.6383747
"BOOT HILL SHOOTING GROUND LLC, 33482 230TH ST, HAMILTON, MO",39.7943267,-93.9635772
"WESTERN MASSACHUSETTS BIRD DOG CLUB, 87 CHARLES FARNUM ROAD, GRANVILLE, MA",42.1238384,-72.96572739999999
"BIG HOLLOW SHOOTING COMPLEX, 5000 BIG HOLLOW RD, HEBER CITY, UT",40.4574367,-111.4283141
"REDMOND ROD & GUN CLUB, 9020 S. HWY 97, REDMOND, OR",44.1918933,-121.2269787
"MOUNTAIN FORK GUN RANGE, 626 POLK ROAD 28, HATFIELD, AR",34.52502090000001,-94.3925645
"PRAIRIE GROVE SHOTGUN SPORTS, 1420 CR 276, COLUMBIA, MO",38.9517053,-92.3340724
"PALATKA SHOTGUN SPORTS, 301 SKEET  CLUB  ROAD, PALATKA, FL, USA",29.6524401,-81.6838787
"CALEDONIAN SKEET SHOOTING ASSOCIATION, CLUNY ACTIVITIES, CLUNY, KIRKCALDY, FIFE, Scotland",56.1557956,-3.2145414
"THE LONE PINE CLAY TARGET CLUB, RED DEER, Alberta, CAN",52.2690328,-113.8114955
"JUST SAY PULL, PHOENIX, AZ, USA",33.4483771,-112.0740373
"MAHASKA COUNTY IKES, 2357 PILGRIM PATH, OSKALOOSA, IA, USA",41.316291,-92.567299
"SYNEPUXENT ROD & GUN CLUB, 7909 PURNELL CROSSING RD, BERLIN, MD, USA",38.3240916,-75.30554
"HAMILTON ANGLING & HUNTING ASSOCIATION, 1317 ALBERTON ROAD S., ANCASTER , Ontario, CAN",43.1628013,-80.0630073
"THE GUN CLUB, SE2-34-1 W3M, RM OF BLUTCHER #343, ALLAN, Saskatchewan, CAN",51.8948815,-106.0606298
"SASKATOON GUN CLUB, SASKATOON, Saskatchewan, CAN",52.1905812,-106.3072387
"CENTERBURG YOUTH SHOOTING SPORTS, 5680 SYCAMORE ROAD, CENTERBURG, OH, USA",40.3226411,-82.6565229
"REGINA TRAP & SKEET CLUB, ZORA ROAD & INLAND DRIVE, REGINA, Saskatchewan, CAN",50.5169486,-104.5663201
"TENNESSEE WILDLIFE FEDERATION, 300 ORLANDO AVE., NASHVILLE, TN, USA",36.1490851,-86.8565491
"ROSEDALE SPORTSMEN'S ASSN, 51 ROSEDALE ROAD, CHESWICK, PA, USA",40.563581,-79.8257157
"FLORIDA SKEET ASSOCIATION, LEESBURG, FL, USA",28.810823,-81.87785819999999
"AUGUST A. BUSCH SHOOTING RANGE AND OUTDOOR EDUCATI, AUGUST A. BUSCH SHOOTING RANGE, 3550 HIGHWAY D, DEFIANCE, MO, USA",38.6944281,-90.795907
"SCARBOROUGH FISH & GAME, 70 HOLMES RD, SCARBOROUGH, ME",43.61028390000001,-70.3806051
"ROCK MOUNTAIN, MOUNT VERNON, WA",48.4201105,-122.3374542
"PECONIC RIVER SPORTSMAN'S INC., 389 RIVER RD, MANORVILLE, NY",40.9010295,-72.7773105
"STACCATO RANCH, 1275 CR 233, FLORENCE, TX",30.8412954,-97.7936268
"LOST DUTCHMAN SPORTING CLAYS , 20 N. START RD. , FLORENCE, AZ",32.8301363,-111.3605856
"KNOTTY PINES GUN CLUB, 15786 CO RD 49, HEFLIN, AL",33.6656378,-85.3922395
"SMOKE N' CHIPS CLAY SHOOTING PARK, 451 10 MILE ROAD, LONSDALE, AR",34.5620926,-92.9083969
"CLOVE SPRING RANGE, 44 CLOVE RD, WANTAGE, NJ",41.2846815,-74.6196715
"LOWER WETUMPKA SHOTGUN SPORTS, 4758 LOWER WETUMPKA ROAD, MONTGOMERY, AL",32.4442305,-86.2632703
"MAYWOOD ROD & GUN CLUB, 24510 CHRISTMAS TREE LN., PERRIS, CA",33.7624298,-117.3096163
"LECQ CLAY TARGET CLUB, LA RUIZ DE LECQ, ST OUEN, JERSEY, England",49.2494325,-2.2084709
"CASPER SKEET, TRAP AND SPORTING CLAYS, 1100 RIO VISTA, EVANSVILLE, WY",42.8622554,-106.2769802
"KEYSTONE CLAYS LLC, 1414 MOSELEM SPRINGS RD, HAMBURG, PA",40.5011727,-75.8981574
"GREENVILLE GUN CLUB, 239 SECOND STREET, GREENVILLE, SC, USA",34.762002,-82.3561967
"MARS SKEET RANGE, NASA/MARSHALL SPACE FLIGHT CENTER,  TRAILER 298, TIROS RD, MSFC, AL, USA",32.3182314,-86.902298
"CRESWELL CLAY TARGET SPORTS, 81078 N HWY 99, CRESWELL, OR, USA",43.8631568,-123.034662
"SOUTH ST. PAUL ROD & GUN CLUB, 600 GUN CLUB ROAD, SOUTH ST PAUL, MN, USA",44.8670632,-93.0217338
"CHUGACH SKEET SHOOTING ASSOC.,  JBER-RICHARDSON, JBER- RICHARDSON, AK, USA",61.25467339999999,-149.6932134
"PALMETTO SHOOTING COMPLEX AT THE NATIONAL WILD TUR, 535 GARY HILL RD, EDGEFIELD, SC, USA",33.7514575,-81.93044599999999
"MINUTE MAN SPORTSMANS CL INC, 56R FRANCIS WYMAN ROAD, BURLINGTON, MA, USA",42.5144645,-71.2310555
"MINNEAPOLIS GUN CLUB, PRIOR LAKE, MN, USA",44.6602714,-93.3236142
"NORWICH FISH & GAME ASSN, 44 BROWNING ROAD, NORWICH, CT, USA",41.5451017,-72.11857160000001
"FORT KEARNY SHOOTING SPORTS ASSN, POOLE AVENUE & 115TH ROAD, KEARNEY, NE, USA",40.7862106,-98.9692485
"PINE BELT SPORTSMENS CLUB, STOKES RD, SHAMONG TWP, NJ, USA",39.8156166,-74.7746429
"TEN-A-CLAYS, 9120 S BLESSEN RD, AMARILLO, TX, USA",35.113583,-102.0470728
"ROCKINGHAM COUNTY GUN CLUB INC, 572 LONGBRANCH ROAD, REIDSVILLE, NC, USA",36.4246783,-79.5308591
"ORILLIA GUN CLUB INC, PO BOX 141, ORILLIA , Ontario, CAN",44.7161236,-79.3794394
"BLUE GRASS SKEET & S/C CLUB, 2500 HANDY'S BEND ROAD, WILLMORE, KY, USA",37.1840143,-83.7883821
"CEDAR VALLEY CONSERVATION CL, AUSTIN, MN, USA",43.7177314,-92.9881362
"MASON VALLEY GUN CLUB, 470 PETE HENRICHS RD, YERINGTON, NV, USA",39.030476,-119.072488
"SUN RIVER SKEET CLUB, 170 MORONY DAM ROAD, GREAT FALLS, MT, USA",47.5676783,-111.2177644
"VIEQUES GUN AND SPORTING CLAYS CLUB, ROUTE 201, VIEQUES, Puerto Rico",18.1262854,-65.44009849999999
"ONTARIO SKEET SHOOTING ASSN, HAMPTON, Ontario, CAN",43.9704123,-78.7447025
"20TH SKEET & CLAYS INC, 100 GOFFSTOWN ROAD, HOOKSETT, NH, USA",43.0652733,-71.5103116
"CROSSVILLE SHOOTING SPORTS PARK, INC, 772 ALBERT FRYE RD, CROSSVILLE, TN, USA",35.9648546,-84.96387059999999
"CENTRAL JERSEY RIFLE & PISTOL, 168 SOUTH STUMP TRAVEN RD, JACKSON, NJ, USA",40.0855533,-74.4071365
"MONTGOMERY COUNTY SHOOTING COMPLEX LLC, 4201 SOUTHSIDE RD, SOUTHSIDE, TN, USA",36.3930756,-87.2841849
"OAK RIDGE SPORTSMEN'S ASSOCIATION, 2665 OAK RIDGE TURNPIKE, OAK RIDGE, TN, USA",35.98829509999999,-84.3220509
"MADISON CO SHOOTING SPORTS, GATE 4  SHARON  JOHNSTON  PARK, NEW MARKET, AL, USA",34.8972997,-86.43974299999999
"NORTHLAND SPORTSMENS CLUB, 1542 OLD ALBA RD, GAYLORD, MI, USA",44.9902113,-84.69939939999999
"DAVIDSON GUN CLUB, 1649 ARRINGTON DR, LEXINGTON, NC, USA",35.8570498,-80.2429542
"PAX RIVER SKEET CLUB, NAS PATUXENT RIVER, MD, USA",38.2746047,-76.4458172
"NEW ZEALAND SKEET SHOOTING ASSOCIATION, PO BOX 56356, DOMINION RD, AUCKLAND, New Zealand",-36.8935487,174.7453291
"SOUTH FLORIDA SHOOTING CLUB, 500 SW LONG DR, PALM CITY, FL, USA",27.1978768,-80.44251779999999
"FLOURTOWN-SANDY RUN SPTSMN ASN, CHALFONT, PA, USA",40.2325808,-75.16712439999999
"PINNACLE SHOOTING SPORTS, 27656 N. 74TH ST., SCOTTSDALE, AZ",33.7364272,-111.9214888
"3D SHOOTING CENTER, LA",30.5190775,-91.5208624
"ROCKY CREEK OUTDOORS USA LLC, 4001 S STATE LINE AVE., TEXARKANA, TX",33.3794595,-94.0428631
"RIVER VALLEY SPORTSMEN CLUB, 866 CR 3251, CLARKSVILLE, AR",35.5060281,-93.5800607
"LEMON GROVE ROD & GUN CLUB , 16232 SEQUAN TRUCK TRAIL, ALPINE, CA",32.7971518,-116.8002895
"SUN MOUNTAIN GUN CLUB, 32868 SHOTGUN LANE, COARSEGOLD, CA",37.227011,-119.6752991
"GARLAND MOUNTAIN SPORTING CLAYS, 2618 GARLAND MOUNTAIN TRAIL , WALESKA, GA",34.3772389,-84.61019580000001
"THE SMOKIN GUN CLUB, 970 E. PEPPERMILL PALMS BLVD., MESQUITE, NV",36.8081951,-114.0217325
"MAUI TRAP & GUN CLUB, 499 HALIIMAILE RD, HALIIMAILE, HI",20.8617613,-156.3490707
"HUNTING CREEK, 300 NORTH MEADOW RD, HARMONY, NC",36.01746,-80.7452799
"SHADY CREEK SPORTING CLAYS, 1252 NORTH OLIVER, BELLE PLAINE, KS",37.4434001,-97.269945
"BAYOU COUNTRY SPORTING CLAYS, 279 WEATHERBY LN. LOT#4, HOUMA, LA",29.6758717,-90.7006928
"LOMA ALTA TRAP & SKEET CLUB, INC, 5175 OLD PORT ISABEL RD, BROWNSVILLE , TX",25.9943266,-97.4202722
"TENNESSEE WILDLIFE FEDERATION, 300 ORLANDO AVENUE, NASHVILLE, TN",36.1490851,-86.8565491
"CARROLL COUNTY SHOOTING SPORTS PARK, 680 MCADOO CEMETARY RD, HUNTINGDON, TN",36.0341881,-88.47971179999999
"SILVER WILLOW , 30133 RANGE RD 20, CARSTAIRS ",51.5535323,-114.1421259
"CAPITAL CITY SPORTING CLAYS LLC, 12945 71ST AVE NE, BISMARCK, ND",46.875742,-100.5879796
"RAAHAUGE'S HUNTING AND SPORTING CLAYS, 25835 COUNTY RD 8, DUNNIGAN, CA",38.8620867,-121.9523091
"FLYING RABBIT CO, 5537 SOUTH VALLEY PIKE, MT. CRAWFORD, VA",38.377665,-78.92974199999999
"ROSE HILL FARM SPORTING CLAYS, 3881 ROSE HILL LANE, NASHVILLE, NC",36.0018899,-78.0250236
"UNITED SPORTSMEN INCORPORATED , 4700 EVORA RD, CONCORD, CA",38.0215335,-121.993999
"ST. LOUIS SKEET & TRAP CLUB, 18854 FRANKLIN RD, PACIFIC, MO",38.4825208,-90.7023159
"BLUEFIELD SHOOTING CLUB, 518 TUTEN RD., ROUND O , SC",32.7977523,-80.47071559999999
"MRC SPORTSMAN'S CLUB INC, N 6337 HWY 13, MEDFORD, WI",45.1385798,-90.3401404
"WAPITI SHOOTERS CLUB, SE36-70-6-W6, 705032 RESOURCES ROAD, GRANDE PRAIRIE ",55.1025435,-118.7736093
"GEORGIA SPORTING CLAYS ASSN, 6830 ISLAND POINTE DR, BUFORD, GA",34.1503066,-84.07505820000002
"RIVERBEND HUNTING AND SHOOTING PRESERVE, 18455 STATE HIGHWAY 220, CASPER, WY",42.598035,-106.641706
"SOUTHWINDS SPORTING CLAYS, 16761 HWY 84, QUITMAN, GA",30.7961518,-83.4545409
"PRAIRIE CLAYS LLC, 11711 W. WOOD RD., DRUMMOND, OK",36.2742544,-98.029915
"BULLS EYE SPORTING CENTER, 232 GEORGE ST, ORANGE, VT",44.1613779,-72.4070152
"ELBERT COUNTY GUN CLUB, 1239 RUCKERSVILLE RD, ELBERTON, GA",34.1296411,-82.8431364
"WAGONER MILL RD SPORTING CLAYS,  215 WAGONER MILL RD, SCOTTSVILLE, KY",36.7665595,-86.2705635
"NRA WHITTINGTON CENTER, 10 MI S/SW ON US 64, RATON, NM",36.7735764,-104.4858347
"PEACE DALE SHOOTING PRESERVE, 130 PEARLS WAY, SOUTH KINGSTOWN, RI",41.4744707,-71.4967051
"CLUB DE LA ROUE DU ROY, 882 QUEST ROAD, HEMMINGFORD",45.0901641,-73.5291542
"MONTANA SCTP, PAPER CLUB, JOLIET, MT",45.4852243,-108.9704266
"SLAVE LAKE ROD & GUN CLUB, NW-04-074-05W5, SLAVE LAKE",55.2723922,-114.7801488
"BATAVIA ROD & GUN CLUB, 10509 WEST BETHANY RD, EAST BETHANY, NY",42.9052086,-78.1913642
"LOS PALOMA SPORTING RANGE AND EVENT CENTER, 900 SEVEN PINES RD, BENTON, LA",32.7697181,-93.6509857
"LIMESTONE HUNTING PRESERVE AND SPORTING CLAYS, 28755 COGGINS RD, ARDMORE, AL",34.9494658,-86.8049099
"ARIZONA STATE RIFLE AND PISTOL ASSOCIATION, SHOTGUN DIVISION, P. O. 71148, PHOENIX, AZ",33.4483771,-112.0740373
"FEATHERHORN FARM, 7011 GOVERNOR RICHARDSON RD, PINEWOOD, SC",33.6393232,-80.4454466
"GRANVILLE FARM, LLC, 7585 WILSON RD, WARRENTON, VA",38.7311617,-77.8729911
"7TH SUMMIT SHOOTING PARK & EDUCATION CENTER, END OF CARMEL ROAD, WASILLA, AK",61.512779,-149.6786402
"OLD SOUTH CLAYS, 27246 WOOLEY SPRINGS RD., ATHENS, AL",34.9017179,-86.8354272
"CLUB DEPORTIVO DE CAZADORES MONTERREY, S.C., AARON SAENZ PTE 1719, COL. SANTA MARIA, MONTERREY NL",25.674489,-100.3742323
"PEORIA SKEET & TRAP CLUB, INC, 1470 SPRING BAY ROAD, EAST PEORIA, IL, USA",40.8019226,-89.5215671
"WEST WALKER SPORTSMAN'S CLUB, PO BOX 141104, GRAND RAPIDS, MI, USA",42.9633599,-85.6680863
"OXNEY SKEET TARGETS, GARTH HOUSE RED BROOK STREET, WOODCHURCH ASHFORD, KENT, England",51.0983744,0.7435830999999999
"MARKHAM SKEET & TRAP CLUB, ATTN: JOE LOITZ, 11873 NW 30TH STREET, CORAL SPRINGS, FL, USA",26.268361,-80.2844716
"GUN RIVER SKEET & TRAP INC, BOX 151, PLAINWELL, MI, USA",42.4730539,-85.6469046
"SEATTLE SKEET & TRAP CLUB, 26520  292ND AVE, SUITE #3, RAVENSDALE, WA, USA",47.365225,-121.943808
"A614 SHOOTING GROUND, 27 WESTVILLE ROAD, BARNSLEY, SOUTH YORKSHIRE, England",53.5601886,-1.4911398
"COWICHAN VALLEY TRAP & SKEET, 7456 BELL MCKINNON RD, DUNCAN, British Columbia, CAN",48.8399619,-123.7139359
"IMPERIAL POLK GUN CLUB, 902 W ROBERTSON ST, BRANDON, FL, USA",27.9365468,-82.29655600000001
"PALATKA SKEET CLUB INC, PO BOX 1546, PALATKA, FL, USA",29.6514663,-81.6833714
"MISSION SKEET & TRAP CLUB,INC, PO BOX 967, MISSION, TX, USA",26.1926141,-98.3299073
"CLAY BUSTERS OF ARIZONA INC, 14623 E. WAX WING CT., FOUNTAIN HILLS, AZ, USA",33.62097,-111.767213
"FT HOOD SKEET & TRAP CLUB, 308 E HOGAN DR, COPPERAS COVE, TX, USA",31.1290153,-97.8900629
"PURGATORY CLAY SPORTS, 1312 N. 1280 W, SAINT GEORGE, UT, USA",37.1307626,-113.6104631
"CLUB METROPOLITANO DE TIRO INC, APARTADO 50809, TOA BAJA, Puerto Rico",18.4426682,-66.2536215
"BIRCHWOOD RECREATION SHOOTING, PO BOX 670650, CHUGIAK, AK, USA",61.3888889,-149.4819444
"TRIPLE B CLAYS, 831 N. ROSEMEAD, S. EL MONTE, CA, USA",34.038151,-118.0693018
"NELLIS ROD & GUN CLUB, PO BOX 9745, NELLIS AFB, NV, USA",36.2587299,-115.0557345
"DALLAS GUN CLUB, PO BOX 292848, LEWISVILLE, TX, USA",32.9818697,-96.9526777
"GREATER HOUSTON GUN CLUB, 6700 MCHARD RD, HOUSTON, TX, USA",29.5756686,-95.4636704
"THE SCOTTISH CLAY SHOOTING CENTRE, 385 JULIAN ROAD, GLENROTHES, FIFE, Scotland",56.2073696,-3.1674386
"GENESEE SPORTSMANS CLUB, 8208 N SEYMOUR RD, FLUSHING, MI, USA",43.12372269999999,-83.87237449999999
"UVALDE GUN CLUB, PO BOX 5291, UVALDE, TX, USA",29.20968359999999,-99.7861679
"BAUMHOLDER ROD AND GUN CLUB, 66903 ALTENKIRCHEN, ST WENDERLER STR 72, Germany",49.4464629,7.323493000000001
